0.4873818042874336	0	3200
0.47956252366304397	1	3200
0.46891017571091653	2	3199
0.45739096745848656	3	3200
0.4403513114154339	4	3196
0.42445830211043356	5	3184
0.40184419468045235	6	3180
0.36959911227226255	7	3149
0.3531128603965044	8	3025
0.33630038626492026	9	2873
0.33509103260934353	10	2701
0.33679051235318186	11	2519
0.3313437844067812	12	2400
0.33233646720647814	13	2336
0.3298196345567703	14	2322
0.325862210765481	15	2219
0.32650174796581266	16	2246
0.33109901785850526	17	2188
0.3247642816603184	18	2090
0.31773165792226793	19	2054
0.31818624280393126	20	1989
0.31456055518239734	21	2020
0.3284769498556852	22	1966
0.32625807091593745	23	1908
0.3268656939268112	24	1829
0.3323681677132845	25	1819
0.3306983009725809	26	1836
0.3220994186401367	27	1823
0.32976665422320367	28	1736
0.32822591580450533	29	1798
0.3267237216234207	30	1732
0.32528014201670885	31	1723
0.33210684567689897	32	1718
0.331204704195261	33	1714
0.3196064168214798	34	1667
0.33282881915569307	35	1676
0.3321769628673792	36	1706
0.331948594301939	37	1655
0.33126748144626617	38	1684
0.32163628049194815	39	1701
0.3215662662684917	40	1673
0.3158845712337643	41	1642
0.32174889259040357	42	1634
0.32634503580629826	43	1636
0.3243523132428527	44	1646
0.334442947357893	45	1620
0.3305702613294125	46	1630
0.3192196387797594	47	1617
0.32599062226712705	48	1629
0.3328162579983473	49	1662
0.49118287056684495	0	3200
0.4767787951231003	1	3195
0.4313806241750717	2	3122
0.4312460845708847	3	3000
0.4182761585712433	4	2898
0.40504846185445786	5	2872
0.390289343893528	6	2833
0.3768291586637497	7	2782
0.35523756831884384	8	2785
0.3353929030895233	9	2763
0.3188533678650856	10	2752
0.323740860670805	11	2492
0.3307441574335098	12	2366
0.3367419110238552	13	2257
0.3455720080435276	14	2141
0.346678826212883	15	2089
0.3506364971399307	16	1961
0.3557957945764065	17	1926
0.3404029121994972	18	1873
0.3514214324951172	19	1856
0.3509771966934204	20	1837
0.35057804226875305	21	1861
0.3553429713845253	22	1784
0.34865550860762595	23	1681
0.3564491634070873	24	1709
0.3626406480371952	25	1716
0.35354502260684967	26	1658
0.3540332110226154	27	1707
0.34512196242809295	28	1683
0.35029114365577696	29	1659
0.35265617921948433	30	1599
0.3597034966945648	31	1587
0.3578143459558487	32	1618
0.36369568258523943	33	1607
0.3580524614453316	34	1637
0.35133628293871877	35	1629
0.35535963147878646	36	1579
0.3530476102232933	37	1545
0.3457352009415626	38	1546
0.3567552216351032	39	1547
0.34969820514321326	40	1597
0.3455705703794956	41	1601
0.3496727551519871	42	1593
0.3421750983595848	43	1628
0.3420358538627625	44	1593
0.3502699598670006	45	1580
0.345960893034935	46	1620
0.34853693053126333	47	1574
0.347977754175663	48	1532
0.3448799991607666	49	1584
1.0211684119701385	0	1996
0.9514015364646912	1	1900
0.9271716749668122	2	1653
0.8191497129201889	3	1419
0.81728148072958	4	1116
0.7707288618385791	5	951
0.9749433465301991	0	2054
0.9234062990546227	1	1904
0.9461119255423546	2	1738
0.8823645158112049	3	1605
0.8174984288215638	4	1343
0.782629317343235	5	1114
0.7705840556323529	6	1008
nan	7	872
nan	8	838
nan	9	692
nan	10	652
nan	11	624
nan	12	565
nan	13	571
nan	14	563
nan	15	522
nan	16	467
nan	17	493
nan	18	491
nan	19	469
nan	20	454
nan	21	454
nan	22	436
nan	23	383
nan	24	404
nan	25	389
nan	26	367
nan	27	373
nan	28	360
nan	29	367
nan	30	367
nan	31	365
nan	32	341
nan	33	349
nan	34	344
nan	35	324
nan	36	283
nan	37	325
nan	38	290
nan	39	316
nan	40	303
nan	41	300
nan	42	290
nan	43	290
nan	44	287
nan	45	267
nan	46	303
nan	47	300
nan	48	294
nan	49	288
