
0.48076838	0	3200
0.45108545	1	3194
0.43421456	2	3182
0.38100564	4	3021
0.38661125	5	2779
0.39018098	6	2658
0.38396305	7	2507
0.39044017	8	2416
0.39654788	9	2310
0.3838579	10	2232
0.38934845	11	2286
0.3832072	12	2158
0.3812419	13	2121
0.39136097	14	2103
0.38805568	15	2070
0.3738391	16	2044
0.37343353	17	1933
0.38474378	18	2000
0.38281322	19	1934
0.37971643	20	1860
0.37374675	21	1837
0.3760265	22	1834
0.3766396	23	1790
0.3734955	24	1802
0.3753775	25	1811
0.38859597	26	1798
0.3790462	27	1833
0.37997344	28	1746
0.3901003	29	1781
0.3778347	30	1791
0.3829213	31	1781
0.37817857	32	1676
0.37750342	33	1762
0.3795861	34	1693
0.38193622	35	1698
0.38845363	36	1711
0.38227138	37	1673
0.38512883	38	1720
0.364816	39	1711
0.3847561	40	1699
0.38220719	41	1699
0.37472755	42	1742
0.3803437	43	1625
0.38283408	44	1674
0.38714337	45	1711
0.38388303	46	1636
0.39395118	47	1714
0.38252324	48	1662
0.37404957	49	1744
0.49701703	0	3200
0.4911056	1	3200
0.481666	2	3199
0.47288775	3	3200
0.45343548	4	3187
0.44348216	5	3187
0.42373675	6	3171
0.42708087	7	3138
0.40724075	8	3109
0.39664668	9	3079
0.39169568	10	2998
0.38609713	11	2935
0.38593483	12	2800
0.38189805	13	2731
0.3903786	14	2583
0.38509464	15	2585
0.3809983	16	2474
0.39156723	17	2447
0.38556942	18	2396
0.3872302	19	2278
0.39623147	20	2261
0.38823158	21	2243
0.38447225	22	2233
0.3881674	23	2214
0.37363404	24	2271
0.35973	25	2212
0.3775106	26	2180
0.36923686	27	2136
0.36806184	28	2105
0.3755135	29	2163
0.36504677	30	2121
0.35892692	31	2059
0.3594879	32	2119
0.35869867	33	2110
0.36268866	34	2133
0.35254693	35	2112
0.3592412	36	2162
0.3582409	37	2084
0.36330158	38	2087
0.35382622	39	2084
0.3538327	40	2102
0.34852248	41	2084
0.35440263	42	2031
0.35447007	43	2082
0.3501733	44	2114
0.35408905	45	2044
0.35510087	46	2052
0.35300007	47	2088
0.35149932	48	2046
0.35521048	49	2050
0.48282218	0	3200
0.47670597	1	3198
0.4631431	2	3189
0.44760954	3	3166
0.43537822	4	3138
0.41807503	5	3112
0.40295646	6	3072
0.38287923	7	3001
0.3638537	8	2895
0.36918575	9	2828
0.37036824	10	2726
0.36319295	11	2615
0.36199355	12	2595
0.36359096	13	2460
0.3633219	14	2372
0.35548928	15	2279
0.34636962	16	2325
0.36002782	17	2206
0.35554042	18	2181
0.3546793	19	2198
0.3549253	20	2147
0.35977596	21	2065
0.3591746	22	2105
0.36461216	23	2033
0.34956464	24	1994
0.35697693	25	1985
0.3439865	26	1980
0.35316277	27	1982
0.34834826	28	1979
0.34427604	29	1934
0.35177976	30	1908
0.3441436	31	1902
0.34808365	32	1902
0.34082153	33	1882
0.34935483	34	1833
0.3395964	35	1894
0.33763656	36	1844
0.3500464	37	1844
0.34610158	38	1791
0.33868542	39	1843
0.33398765	40	1810
0.32648408	41	1811
0.34039393	42	1827
0.33272037	43	1798
0.34158465	44	1790
0.3399674	45	1773
0.3300749	46	1778
0.33227798	47	1823
0.33580408	48	1806
0.33295453	49	1844
0.48335385	0	3200
0.46179658	1	3200
0.43356633	2	3200
0.4072811	3	3197
nan	0	1873
1.0143685895949601	1	1859
nan	2	1705
nan	3	1674
0.9121514423564077	4	1642
0.8712381327152252	5	1613
nan	6	1475
nan	7	1390
nan	8	1279
nan	9	1220
nan	10	1175
nan	11	1085
nan	12	1069
nan	13	1063
nan	14	1065
nan	15	1038
nan	16	1025
nan	17	983
nan	18	945
nan	19	936
nan	20	980
nan	21	992
nan	22	926
nan	23	861
nan	24	889
nan	25	894
nan	26	848
nan	27	845
nan	28	842
nan	29	751
nan	30	762
nan	31	761
nan	32	745
nan	33	748
nan	34	751
nan	35	725
nan	36	748
nan	37	699
nan	38	730
nan	39	691
nan	40	668
nan	41	677
nan	42	665
nan	43	682
nan	44	688
nan	45	625
nan	46	709
nan	47	642
nan	48	609
nan	49	674
