0.48268226	0	3200
0.47460383	1	3200
0.47190982	2	3200
0.4656367	3	3199
0.46095154	4	3199
0.4608998	5	3198
0.45830333	6	3198
0.45822194	7	3198
0.4566827	8	3199
0.45709252	9	3198
0.4496792	10	3196
0.44870335	11	3195
0.4420047	12	3199
0.43809745	13	3195
0.43561307	14	3183
0.4316985	15	3188
0.43134794	16	3191
0.43008584	17	3189
0.42718828	18	3194
0.42082596	19	3194
0.42178333	20	3197
0.40964758	21	3188
0.41321233	22	3191
0.40709156	23	3194
0.402983	24	3194
0.40114653	25	3189
0.394997	26	3189
0.38993606	27	3184
0.39446846	28	3185
0.38072705	29	3175
0.378261	30	3165
0.37523803	31	3169
0.37020153	32	3154
0.37005433	33	3144
0.36732677	34	3141
0.36402795	35	3124
0.37072957	36	3107
0.3653303	37	3094
0.3596676	38	3090
0.353143	39	3078
0.35974818	40	3038
0.35729432	41	3021
0.3556682	42	3015
0.35170832	43	2987
0.34859762	44	2956
0.35593185	45	2940
0.35320312	46	2912
0.3624995	47	2875
0.37346318	48	2831
0.3653543	49	2813
0.24171425	0	6400
0.2383601	1	6400
0.23421793	2	6400
0.23517117	3	6400
0.23061642	4	6400
0.230264	5	6400
0.22644706	6	6400
0.22740847	7	6400
0.22633776	8	6400
0.22584745	9	6399
0.22381654	10	6400
0.22334476	11	6400
0.22065882	12	6400
0.21840352	13	6400
0.21939975	14	6399
0.2173864	15	6400
0.21538168	16	6397
0.21142818	17	6395
0.21447401	18	6399
0.21028891	19	6393
0.20981456	20	6397
0.20668767	21	6392
0.20739195	22	6391
0.2049592	23	6371
0.20350794	24	6389
0.20157965	25	6383
0.19950742	26	6355
0.19837686	27	6362
0.19643724	28	6355
0.19564272	29	6337
0.19499168	30	6295
0.19577116	31	6313
0.19255735	32	6304
0.19153413	33	6267
0.19238585	34	6271
0.18765867	35	6224
0.18797405	36	6229
0.1865212	37	6183
0.18168986	38	6187
0.18841568	39	6191
0.18569966	40	6117
0.18779552	41	6114
0.18629979	42	6075
0.18649061	43	6085
0.18717274	44	6071
0.18482262	45	6064
0.18423238	46	6033
0.1825787	47	5958
0.18551743	48	5924
0.17994547	49	5884
