0.49569935	0	3200
0.485312	1	3200
0.47129688	2	3200
0.44793016	3	3200
0.42925614	4	3200
0.41971135	5	3198
0.38474154	6	3170
0.36705476	7	3062
0.3652857	8	2945
0.36404207	9	2840
0.36051133	10	2711
0.36952484	11	2555
0.36365935	12	2435
0.3807705	13	2380
0.37599465	14	2321
0.36868572	15	2200
0.36614934	16	2212
0.379523	17	2169
0.3927367	18	2119
0.34900227	19	2045
0.37151945	20	2055
0.36126375	21	2010
0.3761081	22	2027
0.35928023	23	1963
0.3687976	24	1943
0.34754694	25	1892
0.3672035	26	1990
0.37934056	27	1950
0.34758046	28	1904
0.3422414	29	1920
0.34427735	30	1901
0.40400788	31	1878
0.3465951	32	1852
0.39301258	33	1881
0.3859072	34	1899
0.38848522	35	1841
0.37153715	36	1780
0.35139036	37	1862
0.35391644	38	1857
0.38739434	39	1844
0.34263957	40	1844
0.3754785	41	1877
0.3712125	42	1848
0.3149652	43	1796
0.3177723	44	1874
0.3114748	45	1865
0.33460534	46	1855
0.40142417	47	1799
0.36388293	48	1819
0.37465364	49	1831
0.48740882	0	3200
0.47412193	1	3200
0.45424587	2	3200
0.44956714	3	3200
0.43378413	4	3200
0.4131091	5	3194
0.4121541	6	3171
0.3870717	7	3121
0.41336718	8	3064
0.39823267	9	2985
0.3810214	10	2829
0.36921552	11	2706
0.34795225	12	2558
0.35754535	13	2409
0.35435134	14	2297
0.35756654	15	2185
0.35591993	16	2116
0.3446061	17	1997
0.37894338	18	1976
0.35466626	19	1955
0.32339936	20	1913
0.35708997	21	1934
0.3860607	22	1860
0.34716505	23	1778
0.3325729	24	1836
0.37035924	25	1800
0.3196803	26	1798
0.4252185	27	1758
0.3485167	28	1781
0.31695807	29	1748
0.2932463	30	1760
nan	31	1726
0.27038142	32	1695
0.31853625	33	1723
nan	34	1700
nan	35	1639
0.30115756	36	1606
0.2564768	37	1596
nan	38	1647
0.29690135	39	1637
nan	40	1595
0.30469558	41	1577
nan	42	1617
0.32610756	43	1667
nan	44	1649
0.28721341	45	1597
0.277564	46	1624
0.32912946	47	1604
nan	48	1574
nan	49	1621
